district_id,illiterate,only_literate,below_primary,primary,middle,secondary,intermediate,non_tech_diploma,tech_diploma,graduate,unknown
505,979762,124677,622530,575225,675255,621962,503174,1887,41013,496714,11371
506,300474,19696,204349,142985,189577,151108,117042,187,6441,64643,3832
507,318264,82702,235684,171458,184548,154509,111807,163,5204,53904,4264
508,364577,67065,167929,136031,127067,93867,71102,81,2351,30954,11918
509,625692,35959,329074,287411,326605,262695,198402,447,12762,117704,7556
510,749774,202496,479902,428061,318199,274534,183896,332,9538,108001,17615
511,1171867,134525,549260,502209,323444,281027,225414,545,12234,147919,12848
512,386602,104088,205654,185563,110893,89836,57815,48,2371,33578,897
513,678272,50286,299432,290795,179461,149949,101957,250,5261,73687,6736
514,763523,76805,315252,301112,175580,156094,96875,255,4448,61962,7140
515,1197445,56203,526871,539422,366617,439601,294057,1496,23006,246152,10412
516,1761821,308384,891098,906904,647379,686065,427167,4063,58814,372591,42901
517,2832987,465703,1221644,1545450,1201137,1460339,1042063,12540,100717,1137710,39858
518,1781477,197187,886283,1444530,1101789,1407483,1043536,12630,87328,1369619,25100
519,576389,80370,284643,470590,369116,474655,360759,3791,23857,432752,8489
520,694206,98046,350231,404912,337579,311688,199862,2882,23772,201316,9706
521,2257685,389601,1033009,1290010,978565,1253466,849005,20844,136931,1181798,38494
522,1391269,165401,657687,689025,485419,532532,318682,1944,34735,252975,13490
523,866542,148405,389701,356162,232190,243314,178715,411,10787,131930,26892
524,803524,102686,336796,343434,253396,272328,188596,484,14315,129673,8964
525,519766,69901,220629,246060,184017,194473,116631,317,8032,83527,14223
526,1407080,80260,608419,725088,489146,458630,270615,3048,27262,235224,12984
527,778047,96390,394578,485108,361430,414208,231562,2385,24113,205897,10023
528,415677,17109,287422,349731,197618,180615,83672,496,11245,67491,3993
529,183584,32730,124272,164653,114176,116430,64048,210,5011,41557,2980
530,1050156,114639,475063,592136,411960,566833,327072,3007,36835,285155,13145
531,772676,68823,369010,466257,318105,386052,209026,2569,23897,196879,8849
634,16352,996,6488,11019,5038,6743,3497,77,1482,3890,44
635,223640,17753,67109,136702,130554,125238,100175,1707,29048,115941,2422
636,5346,1424,4223,6454,5842,5464,7426,113,1150,4196,178
637,45306,3523,15366,33548,29867,24381,21852,307,7636,18002,434
370,497472,28738,219832,330964,182887,111552,57861,429,3119,47440,961
371,173626,17571,77994,113668,74922,58822,30254,732,5495,26009,412
372,337408,19670,146364,209921,127746,88025,50743,820,5501,54049,852
373,114701,3627,47114,64841,36839,20956,13464,176,1058,9551,193
374,751115,41774,259075,344320,253871,203814,112730,3350,20744,100723,1921
375,749215,31117,234047,287885,237310,124287,63967,992,7975,63802,1136
376,1150341,61372,328672,367360,298337,147681,78402,1424,11374,72776,1999
377,699297,52453,364054,446386,325510,199453,98903,2034,12083,116354,4002
378,412197,21718,223133,324010,233582,145020,66816,1324,7151,70007,1379
379,351096,35822,206680,296427,244724,157567,71126,1172,5893,67074,2780
380,247944,20292,156022,223985,191208,159143,66289,1099,6832,61980,2177
381,613001,71160,356111,488574,423964,280654,157571,4050,15285,209188,4912
382,536737,32395,245455,339625,287670,190318,96727,1854,9657,84038,2716
383,362901,19762,194058,240913,155294,112093,51768,1176,6725,45625,2496
384,404365,24167,193978,253723,164387,106441,58122,2256,11795,52305,2282
385,274427,18327,173080,209324,150360,64575,34944,511,2919,32187,2135
386,501737,44619,280040,403439,338829,225110,161841,3735,14321,273372,4630
387,406791,35037,254793,364305,318180,136065,84075,942,5538,90281,2723
388,1318981,62165,540438,753219,368790,224234,125651,3491,13549,112907,5606
389,315280,11108,68273,88192,43122,25881,13776,164,835,10471,715
390,333324,9735,117833,126009,79467,31603,18977,209,1367,13979,607
391,169550,7736,80062,97068,48472,17910,11481,48,536,7513,786
392,211762,9486,92164,135409,83059,39387,22389,90,996,14649,792
393,721737,34109,213390,303496,175472,95948,55203,507,3671,42898,2566
394,310999,11709,81215,92800,51954,34522,15580,162,899,9600,942
395,774833,29816,220922,255749,137645,81843,43035,234,2196,28781,1815
396,560176,21253,108504,130865,59474,40857,22227,469,2544,20047,1495
397,750567,21942,152447,161223,76494,29263,15213,223,1325,10508,1741
398,811557,25658,162755,181287,77812,50585,30254,798,6027,29957,2957
399,368486,8467,88066,79729,37862,13746,8896,183,858,5726,1173
496,120479,13111,43709,48436,37385,34255,21529,344,4748,19174,539
1,430700,16311,77730,83569,104028,87529,43645,801,770,22654,2617
2,418096,12726,58782,63154,76066,60076,36377,86,1124,25422,1836
3,39717,7424,10170,13593,16241,22741,14429,26,255,7540,1351
4,54566,4876,13447,12693,20546,19803,10181,91,422,3429,748
5,215111,7153,42277,57331,65295,44211,29545,216,517,14359,820
6,278306,8191,52995,78548,99440,69241,34421,121,1015,18701,1436
7,227231,6083,54420,81799,93980,84407,39459,139,1469,26333,1115
8,462890,14417,79552,102120,137506,102524,56484,454,3156,46873,2063
9,206253,6039,30089,36052,47795,34198,17119,282,575,11983,1847
10,488245,26526,75678,88136,141920,151347,97128,507,22237,140521,4584
11,154170,3603,24172,26833,36718,25282,14119,99,1134,10003,1313
12,266482,5332,31831,46409,70014,66924,37786,242,2624,31159,1637
13,129715,3106,20143,25717,32956,27288,15027,111,719,10444,989
14,533160,12331,93283,106265,140216,95337,49777,248,1376,43853,2846
15,215398,4533,28142,39069,56542,40291,20798,121,1616,17137,836
16,190853,4812,33313,42591,55256,44011,24990,161,649,12327,973
17,159648,4763,23424,29459,27869,20271,11532,134,420,4872,1321
18,123190,2011,19532,21578,24895,19861,12799,34,506,5823,467
19,232631,8277,52771,79329,76281,54406,29189,93,1237,19928,843
20,164125,3004,29343,38328,35322,23517,14848,60,264,5492,364
21,392823,29265,112029,173888,248032,260800,140997,680,7757,160512,3175
22,90759,5000,24651,39448,59463,57908,25787,75,980,14399,428
23,195238,10538,53707,98530,49843,58931,32243,467,2512,16368,703
24,357435,35648,114734,255764,192102,278026,164984,1769,12703,95364,1546
25,9719,825,3685,4777,2925,3621,3347,29,204,2275,157
26,130231,10634,50121,80620,50616,54859,34694,247,1751,23611,519
27,276030,18599,87592,165507,112405,168394,102756,1525,9456,55623,1890
28,96677,8433,33105,73461,61421,87996,51520,611,4298,36796,450
29,121458,10882,46026,89786,68066,98067,49580,757,5397,30809,345
30,94336,2887,28181,65221,49266,68678,40490,663,3847,28009,378
31,151742,12161,50159,92838,75512,95738,52721,860,5713,41942,934
32,167210,5905,59135,103791,64275,64684,35367,557,2601,25824,506
33,201368,11994,74632,118339,90781,137707,87164,1000,4455,84930,1640
34,23422,1517,10398,14361,9399,11296,7591,34,476,5058,569
532,1257892,140906,244779,370448,158195,238912,179685,1782,10183,118366,20091
533,1161525,97214,228163,357023,158019,246397,170117,1004,9388,115448,7037
534,1569440,121343,317901,528459,249637,437745,293819,2231,20289,224745,10660
535,1396151,98890,268263,410077,189710,296129,202415,3549,21080,134572,12452
536,1051168,290031,276828,485113,227421,381894,535663,10635,23124,605929,55517
537,1758713,278174,394963,647971,298557,585225,501787,21140,49818,712860,47533
538,2112382,164991,351607,461238,202430,335201,236291,1965,18329,157167,11427
539,1487790,107994,340909,478573,246577,351248,253371,2541,16613,191604,11589
540,1447553,89914,314244,479207,243468,387750,287817,1948,21914,230268,8493
541,1167136,98799,267093,436152,194026,265176,171442,2073,26365,160927,8181
542,1207733,75073,221604,430257,203191,267316,147323,904,18296,123065,8352
543,1106086,83129,180352,380022,149166,194982,113657,1105,19754,110341,5880
544,1722340,130663,314628,639163,281938,493445,260677,12933,66353,340146,28303
545,1865719,134657,522367,1087213,375671,535715,272934,2414,57878,289504,10224
546,1284577,112970,462259,874762,291379,429911,214275,1055,48196,212801,4781
547,1507680,265181,442273,801317,320659,509165,269073,6918,57960,313132,24040
548,1927372,121942,471179,871787,321726,496382,287786,2496,50192,324762,12189
549,1493013,79982,329888,575082,209114,313954,178339,1105,26413,181620,8938
550,1131368,66459,273671,569553,215020,309862,178813,2358,25495,180427,10531
551,1165703,94537,236419,484771,201342,293077,185336,3234,29998,180011,8041
552,1926302,126543,336904,632264,225257,353127,207776,3528,26162,201842,13758
553,1770188,169706,307614,687674,281964,406435,219309,3115,23086,199948,12109
554,1506186,193213,333611,761174,327687,456433,275305,4465,38388,267902,9700
272,214671,12802,35313,53219,60162,46617,34069,42,339,21275,639
273,55645,5708,12952,20091,19437,12782,8520,5,85,5272,154
274,78208,18158,35316,46630,40480,26109,16344,32,510,11877,479
275,81066,6063,21062,25542,40020,27981,16674,40,455,18167,329
276,152864,11559,36681,44660,76336,45050,28086,154,857,25281,640
277,125366,15092,37642,47258,83558,71876,53651,182,3362,79537,468
278,131449,9372,40488,47692,82264,57316,39152,116,1853,45940,471
279,54169,5914,12969,24618,32827,24530,16701,10,299,11768,193
280,53880,3723,11143,17243,21948,17955,11380,24,211,6503,172
69,155975,7806,47509,76123,55450,74899,44690,1092,8388,88597,764
70,310325,36888,85975,175812,138431,170722,92996,1590,9892,104246,1473
71,381748,23359,114729,204322,145568,157769,86851,1392,10608,86571,1288
72,317762,16498,85576,156705,108835,123301,74209,873,7567,72538,791
73,427775,10780,107400,173056,111326,116214,70646,720,6389,49177,821
74,527311,19721,146880,242079,165505,180903,106881,1710,11443,101362,1529
75,418838,27387,122793,178245,130892,151670,88457,1048,7940,76867,1300
76,451685,18396,133530,206880,162565,227930,131924,1832,13948,99608,1703
77,501394,21282,134471,210481,137614,160136,92798,1208,10501,62453,1814
78,384433,11521,106526,155592,91444,93893,53877,562,5013,37666,1484
79,512292,18458,141609,211159,128286,132084,75981,1162,8673,63370,2115
80,629620,23928,177441,264697,176009,214610,132536,1742,13391,107057,2900
81,564574,18155,158560,253425,180088,225247,128273,1434,9423,93798,1468
82,313622,13709,95741,150252,117431,166814,93231,1616,10475,97137,1176
83,282314,18245,81848,135242,112799,162180,92337,1241,8207,62739,1253
84,291833,9237,85449,147182,117962,131923,76725,662,6110,54172,833
85,263385,13960,78923,134494,115107,138857,80967,826,8279,64921,613
86,403316,20230,125379,182629,157827,206901,131738,2292,15120,267121,1879
87,634366,17407,155886,141217,56068,43066,20445,2573,2724,13350,2161
88,536994,35674,165581,222387,191797,244791,157219,3489,14208,234230,3363
89,442912,13249,121339,150043,104278,102026,59332,1550,6816,40105,1058
90,948684,60017,339335,512788,426824,470623,325121,2386,20582,547036,3143
91,206461,15241,76877,129537,113631,125806,87270,408,3009,128331,1407
92,630036,45461,219011,333577,296558,285725,192840,1123,9807,225831,1655
93,356348,45999,139260,205942,181698,217264,175064,1623,10835,374054,1259
94,27825,4697,9827,17494,17694,18239,15786,140,900,29318,84
95,139960,17722,46418,87803,73473,75052,53004,464,1940,85961,523
96,582064,71317,211410,317947,267621,337973,264042,2115,15594,471207,1953
97,505269,76557,179836,271758,248392,316028,248242,1785,16299,427064,1728
98,653527,116444,236087,354048,305520,339604,237066,2494,15620,469042,2477
261,130634,12946,33773,36702,22692,7506,3181,20,122,2094,590
262,35128,8740,26919,39117,41978,20372,11751,84,658,9529,346
263,37876,4774,20866,26591,25385,11888,7195,86,513,5188,395
264,38135,4666,19827,32443,35124,17272,10620,28,341,7456,431
265,100774,11364,44376,54933,58745,46059,31002,119,1430,29211,798
266,57525,5929,22683,28184,23026,11925,7653,53,218,5964,258
267,79085,6372,30351,34507,26052,11080,5719,21,169,3081,159
268,20625,1471,5928,9478,7335,3245,1373,14,39,913,63
269,32772,2820,9827,11535,9641,4343,1831,17,46,1043,129
270,70499,12047,29029,38427,40890,29400,22765,164,1296,22957,514
271,33015,2715,15015,18441,13743,6435,3294,3,102,2282,174
418,359836,13649,91637,103692,60918,26084,17537,41,205,13829,433
419,786285,33563,210821,314864,290827,159392,100015,93,1246,65408,3456
420,608088,32017,166551,274897,305892,151017,101406,70,1054,58667,3346
421,674826,38620,208805,301319,271991,180504,148649,526,5289,197642,3865
422,295309,13660,97337,157749,114324,45973,32060,44,403,28377,1518
423,825204,32938,230124,283905,182865,68927,50118,85,760,47008,4116
424,697226,21588,157503,237777,177903,64487,51319,88,811,33248,3216
425,819342,27015,225465,298314,190856,79310,61492,139,1543,54858,4041
426,463961,16188,133311,166114,121104,50055,37003,65,473,25952,2294
427,832739,34666,329043,476131,339686,153497,96960,240,2236,109886,3374
428,516504,15089,175207,236630,171631,66381,41301,141,908,38369,2058
429,857154,33303,268759,371491,310855,163044,117861,287,3449,98114,4618
430,923349,47674,256491,324396,339936,191464,159257,271,3846,112723,5699
431,288086,10286,87009,104743,80596,31505,22389,34,755,17502,1853
432,317233,13678,129966,150277,88822,49395,38438,54,1066,35778,1360
433,505820,17797,225381,264756,155000,71938,51870,45,1042,44531,2231
434,629189,25608,211328,245211,149515,74221,55536,108,1645,58571,4137
435,745874,40227,291256,363926,223032,118414,90264,261,2923,107161,3526
436,618069,447473,190702,144690,71919,18889,11013,5,83,8772,1066
437,638346,28188,218635,265626,185963,99735,70794,127,2093,51075,3133
438,1108455,30016,282577,324888,191339,105658,75473,161,1951,57891,7384
439,967567,70392,346534,497972,422758,325361,252718,1251,10242,376297,5605
440,886812,24244,290117,305121,163011,79412,64402,270,2179,52564,4914
441,835955,14741,184473,166032,82672,40334,31115,53,651,26866,2989
442,741569,33592,217319,239838,146434,70911,47828,214,501,42873,4735
443,595957,21239,225095,277941,165118,69216,45268,245,879,54396,3521
444,710371,63793,232650,329312,278794,224904,194628,1959,12913,315317,6420
445,530970,26209,177854,234124,171706,75465,50326,171,619,41408,2480
446,511377,26777,192978,248693,184547,74821,46803,90,679,41499,3333
447,635593,50651,219415,253534,176008,102386,67499,83,3015,64146,3032
448,217915,15613,97565,102230,60565,33599,19871,49,679,21270,1109
449,430706,24159,164049,216186,160417,99787,63241,150,2120,78274,2261
450,501269,39166,180535,218659,164579,83329,54068,106,1723,46255,2353
451,706821,81612,271821,404245,348803,244604,169524,695,7525,223393,4246
452,373069,33281,154799,203295,149965,82526,49108,72,705,43243,1791
453,325810,17667,93119,116997,83189,32377,19907,23,174,12801,2460
454,449943,24424,150415,183746,118425,54745,36087,35,773,33155,3157
455,796724,43178,319504,368273,224912,143963,99623,219,3248,91123,155
456,514937,22803,212596,278826,163236,79232,53083,76,1457,49859,3026
457,554075,42868,271522,333114,229784,124101,75838,76,2996,63293,4031
458,587539,26980,179900,201349,111281,52094,36403,91,909,40947,4026
459,375962,13705,137315,154861,87151,30826,21034,68,458,21360,2331
460,461869,26896,132801,170462,124730,57296,46052,117,1808,40318,3714
461,312642,18039,94686,125221,91975,43214,32868,62,1453,26896,2181
462,526248,17994,139166,162743,135528,60302,50430,38,584,31368,2632
463,593219,34274,152422,165908,107057,51653,36196,308,3324,30401,3511
464,672967,15291,125781,98491,49463,22788,20418,36,415,16767,2631
465,519245,6860,74724,62087,28638,13947,11666,14,171,9809,1838
466,578446,18016,236334,225302,112100,56975,40133,162,2656,37623,2314
467,349168,10565,118817,122283,63180,41208,26330,114,1201,23919,1062
35,663604,45289,175568,339886,272140,418754,228047,1654,24398,125163,3820
36,238601,17913,64860,131583,99614,131213,71008,625,9132,49430,1189
37,571053,48486,170688,352232,265338,359276,212519,2016,16230,192219,3533
38,386926,28279,124816,271645,213202,293846,147856,1863,19974,96448,1770
39,173851,13920,47393,111785,81044,98544,53663,433,4166,26718,793
40,174130,11815,46376,106144,74488,94919,53811,358,3371,34037,714
41,938514,81499,271429,531834,407578,585614,327629,3571,29843,316367,4861
42,367857,26740,85931,164486,99429,128362,73234,899,8507,38364,1937
43,801563,26191,196236,324150,204690,233382,138468,1009,12479,87755,3151
44,377048,11313,79928,137935,88834,103452,56476,582,5064,40031,1233
45,236223,8464,51071,95422,62854,78831,45294,628,5229,32848,644
46,543657,25593,111287,204541,133139,178017,96093,1381,11397,81169,2251
47,346191,14362,65347,112442,70291,84665,43924,451,4649,26221,1208
48,628895,33848,148697,292254,208593,262607,149699,1835,15455,151310,2493
49,805886,59479,187950,345213,254672,408630,229659,2373,20298,172057,4439
50,453465,29758,92444,165311,106291,159844,79441,453,6046,24060,2514
51,181896,19619,49695,113328,86166,117857,61157,911,10629,42410,959
52,258053,27045,73959,139628,110336,156382,90205,1631,12594,123316,1479
53,653092,26393,133163,254502,169284,213669,114675,1130,10581,76469,2211
54,235696,10326,50846,93879,58322,78509,37653,484,4323,24454,1035
638,11510,443,3301,6953,6792,3865,2483,14,267,1141,73
639,26914,1138,15119,22387,18853,9374,6860,25,966,3863,98
640,47876,4321,23709,39075,42975,31865,24188,262,3905,19155,811
245,23904,1582,4845,5611,4341,4947,2844,15,173,1627,88
246,35455,907,10578,11722,8650,6862,5725,26,431,3496,95
247,40241,628,10263,10670,7132,4709,3023,42,151,1764,67
248,55525,3498,19365,23459,21033,20928,16451,321,1154,14583,256
249,38170,1859,8613,11039,9116,6726,4945,54,220,2458,248
250,47528,1357,11639,17233,13068,10223,6155,58,488,4439,86
251,36638,1730,11049,15586,13027,8910,6403,26,202,5504,139
252,17125,639,3522,5130,3716,2479,1447,9,86,1120,47
253,75052,2104,21422,19636,13775,7957,4664,22,207,3182,205
254,64001,1435,12566,13358,9066,5889,3215,9,115,2072,249
255,28973,1174,8510,11219,11137,9531,7040,95,457,4829,65
256,55470,1457,8804,10335,7322,4364,2803,45,159,1243,74
257,3568,185,801,1158,824,637,454,2,31,334,10
258,22231,755,7286,8106,6386,4457,2392,26,159,2228,54
259,62664,2142,22849,22460,15587,9547,5820,22,299,4189,147
260,11177,199,2864,2647,1668,1138,824,6,62,538,44
56,114960,5673,34478,48662,51079,28019,22671,41,890,22875,738
57,111049,6767,36606,66659,65958,41895,29813,100,931,31406,421
58,71352,4205,23397,39678,39313,26598,20278,46,474,16492,452
59,210937,15530,63740,90453,88990,61682,46143,94,1573,37385,2404
60,437188,29875,156852,222677,205444,195480,166981,1086,7998,270639,2474
61,192382,7765,62614,108915,101025,87908,64303,220,2302,59273,564
62,137889,7436,50495,84993,87155,49647,33295,44,834,31077,574
63,80415,4035,26096,46012,44380,28329,17961,20,296,11941,413
64,186009,7238,60799,108242,105502,66842,45631,121,1366,39791,965
65,81922,2328,29797,47649,43470,22365,15536,45,617,15663,256
66,258105,9709,93780,146307,139184,103117,85880,427,3979,112644,1473
67,611063,20940,183583,255897,206453,146943,101675,632,3917,114440,3359
68,712068,24405,212346,284430,228918,160665,104841,1940,10995,146662,3152
55,250012,11254,90869,130243,111879,142206,107599,1506,13801,194453,1628
494,14016,540,6774,9703,6874,7543,4017,22,448,2066,71
495,40825,5958,19849,31744,28752,31946,18323,140,2549,10736,351
346,669308,44205,182604,192465,102218,66785,39708,429,662,24185,215
347,532825,39224,145540,144941,76393,54863,28879,359,318,19441,103
348,326010,30329,103361,111094,58100,46317,22019,295,478,18205,51
349,1191999,31306,385781,390572,199997,129365,63557,1823,1038,49858,178
350,698535,22005,218193,241913,130289,83337,49785,940,1115,45896,65
351,709032,19580,164561,177672,97834,74922,38093,2663,897,27914,383
352,667304,16261,160575,136246,73148,46936,28609,1137,594,19631,126
353,547541,9580,132550,107350,49770,25913,16063,655,212,10727,61
354,962283,59382,315753,400131,319661,283744,170568,2497,9898,160153,417
355,788810,28642,238236,300281,234860,207880,128225,1699,9403,124026,268
356,202083,7967,66177,72342,48624,31965,18421,214,397,13527,73
357,786220,47595,246516,317304,253468,262307,164627,2154,12346,201007,375
358,915306,30139,246135,292282,166772,147510,81977,659,1455,57417,217
359,376296,9584,104906,112801,51189,36565,21406,219,478,13469,65
360,721246,65815,239938,264830,162255,135565,75136,508,1583,67441,178
361,352946,15802,114006,141026,109392,102325,64185,499,2552,46627,83
362,649033,28584,197410,215333,110941,61219,33714,370,883,23859,96
363,364730,54334,120943,120071,63571,34245,19804,848,346,12025,125
364,1002820,64076,335223,403566,315499,305831,207828,2994,13075,262859,482
365,247310,24330,64574,74903,53842,35279,19697,67,482,11335,66
366,465493,13534,139148,153740,109286,70199,44661,260,815,27989,88
367,256095,53722,75686,85531,57843,35988,21428,51,492,12702,40
368,774777,47753,167646,193440,132059,97000,49482,186,2157,37744,94
369,452063,17699,127953,158770,114096,97765,51814,1140,3192,40440,124
555,1727629,195995,596668,780966,355468,410186,446565,10300,44697,204578,6609
556,776340,69938,258289,296031,116520,106346,162729,4029,22257,72719,4554
557,929063,98729,273801,322171,126864,112892,188785,3932,25002,90632,5460
558,660627,68127,184982,267870,133743,160883,130083,3731,15515,73281,4458
559,949043,51122,247260,272077,102124,109129,118197,2770,13312,60311,3467
560,580835,56446,216332,220157,91302,73775,91085,1938,12275,38911,6864
561,364393,45231,157984,178877,76140,63664,114328,2449,14526,44505,2473
562,545359,50937,252533,314597,138285,142202,222452,7878,33859,135965,2956
563,355263,88608,248067,262161,129009,115855,134803,3391,20193,75482,4337
564,512225,47764,286848,300777,124253,99020,149125,2463,15672,55823,3698
565,1030974,74624,317033,386794,171648,154123,170565,7426,32058,103565,3785
566,572064,66502,192372,271598,150457,110979,198165,3536,22523,67975,3285
567,636957,122903,235187,309973,179238,127538,208264,4706,25836,91681,3214
568,489737,88626,221397,307644,192268,147273,177782,4167,22770,99407,1682
569,250932,80397,153376,246881,103403,133619,113226,2381,13808,78079,1259
570,319616,60267,138818,206485,130847,100000,110965,2389,12174,54521,1879
571,865589,144153,273136,416580,291623,237454,286324,6111,32527,120601,4882
572,2109275,314042,721078,1191507,758716,1054230,1517965,86004,190651,1659208,18875
573,656120,92940,156890,259270,190864,156628,193431,3588,19190,72471,4377
574,551165,112333,183905,287069,210577,157400,161415,4135,29091,77263,2068
575,423326,125561,267246,446189,199943,232346,204480,5536,31858,150965,2199
576,141642,37368,62066,95214,64041,61997,52071,851,4351,34248,670
577,1038947,126258,268509,441743,305561,231177,316167,11478,37663,215021,8603
578,455512,39352,95867,145882,98681,62170,80988,1191,7019,30780,3349
579,1138958,61446,293160,370352,153543,209463,184792,8001,27314,114165,5132
580,664268,22972,152409,138335,52082,51201,55262,1216,6279,26896,3351
581,520182,67330,147488,239598,158248,142929,162626,3730,23695,67226,3349
582,471882,47657,120964,197578,134275,110122,111450,2176,11785,44334,2881
583,302174,32190,98814,156515,104529,113632,121190,2772,13516,43738,1853
584,407878,28874,101590,162215,117456,94174,114933,1940,11650,39296,2630
